TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
6,A,2018,2018,72,Gross operating surplus,153.5,6
6,A,2018,2018,721,Gross operating surplus,66.6,6
6,A,2018,2018,721,Accommodation,185.7,6
6,A,2018,2018,721,Compensation of employees,86.5,6
6,A,2018,2018,721,Taxes on production and imports less subsidies,32.7,6
6,A,2018,2018,722,Food services and drinking places,461.6,6
6,A,2018,2018,722,Compensation of employees,314.5,6
6,A,2018,2018,722,Taxes on production and imports less subsidies,60.1,6
6,A,2018,2018,722,Gross operating surplus,87.0,6
6,A,2018,2018,81,Taxes on production and imports less subsidies,24.8,6
6,A,2018,2018,81,Compensation of employees,323.0,6
6,A,2018,2018,81,Gross operating surplus,109.8,6
6,A,2018,2018,81,"Other services, except government",457.7,6
6,A,2018,2018,FIRE,"Finance, insurance, real estate, rental, and leasing",4258.2,6
6,A,2018,2018,FIRE,Compensation of employees,978.2,6
6,A,2018,2018,FIRE,Taxes on production and imports less subsidies,369.4,6
6,A,2018,2018,FIRE,Gross operating surplus,2910.7,6
6,A,2018,2018,G,Government,2558.8,6
6,A,2018,2018,G,Taxes on production and imports less subsidies,-26.8,6
6,A,2018,2018,G,Gross operating surplus,570.7,6
6,A,2018,2018,G,Compensation of employees,2014.9,6
6,A,2018,2018,GDP,Gross domestic product,20656.5,6
6,A,2018,2018,GDP,Compensation of employees,10967.7,6
6,A,2018,2018,GDP,Taxes on production and imports less subsidies,1393.8,6
6,A,2018,2018,GDP,Gross operating surplus,8295.1,6
6,A,2018,2018,GF,Federal,796.8,6
6,A,2018,2018,GF,Compensation of employees,509.6,6
6,A,2018,2018,GF,Taxes on production and imports less subsidies,-6.3,6
6,A,2018,2018,GF,Gross operating surplus,293.5,6
6,A,2018,2018,GFE,Gross operating surplus,12.2,6
6,A,2018,2018,GFE,Compensation of employees,61.2,6
6,A,2018,2018,GFE,Government enterprises,67.1,6
6,A,2018,2018,GFE,Taxes on production and imports less subsidies,-6.3,6
6,A,2018,2018,GFG,General government,729.7,6
6,A,2018,2018,GFG,Compensation of employees,448.4,6
6,A,2018,2018,GFG,Gross operating surplus,281.3,6
6,A,2018,2018,GFGD,National defense,420.1,6
6,A,2018,2018,GFGD,Compensation of employees,257.4,6
6,A,2018,2018,GFGD,Gross operating surplus,162.7,6
6,A,2018,2018,GFGN,Nondefense,309.6,6
6,A,2018,2018,GFGN,Gross operating surplus,118.6,6
6,A,2018,2018,GFGN,Compensation of employees,191.0,6
6,A,2018,2018,GSL,Gross operating surplus,277.2,6
6,A,2018,2018,GSL,Taxes on production and imports less subsidies,-20.5,6
6,A,2018,2018,GSL,Compensation of employees,1505.2,6
6,A,2018,2018,GSL,State and local,1762.0,6
6,A,2018,2018,GSLE,Gross operating surplus,59.4,6
6,A,2018,2018,GSLE,Taxes on production and imports less subsidies,-20.5,6
6,A,2018,2018,GSLE,Compensation of employees,112.0,6
6,A,2018,2018,GSLE,Government enterprises,150.9,6
6,A,2018,2018,GSLG,General government,1611.0,6
6,A,2018,2018,GSLG,Gross operating surplus,217.8,6
6,A,2018,2018,GSLG,Compensation of employees,1393.2,6
6,A,2018,2018,HS,Gross operating surplus,1612.0,6
6,A,2018,2018,HS,Compensation of employees,19.9,6
6,A,2018,2018,HS,Taxes on production and imports less subsidies,244.3,6
6,A,2018,2018,HS,Housing,1876.2,6
6,A,2018,2018,ICT,Information-communications-technology-producing industries <sup>3</sup>,1380.1,6
6,A,2018,2018,ICT,Compensation of employees,679.1,6
6,A,2018,2018,ICT,Gross operating surplus,634.4,6
6,A,2018,2018,ICT,Taxes on production and imports less subsidies,66.6,6
6,A,2018,2018,ORE,Taxes on production and imports less subsidies,29.1,6
6,A,2018,2018,ORE,Compensation of employees,100.4,6
6,A,2018,2018,ORE,Gross operating surplus,450.1,6
6,A,2018,2018,ORE,Other real estate,579.6,6
6,A,2018,2018,PGOOD,Private goods-producing industries <sup>1</sup>,3641.5,6
6,A,2018,2018,PGOOD,Gross operating surplus,1698.4,6
6,A,2018,2018,PGOOD,Taxes on production and imports less subsidies,143.6,6
6,A,2018,2018,PGOOD,Compensation of employees,1799.4,6
6,A,2018,2018,PROF,Gross operating surplus,658.6,6
6,A,2018,2018,PROF,Taxes on production and imports less subsidies,64.7,6
6,A,2018,2018,PROF,Compensation of employees,1865.8,6
6,A,2018,2018,PROF,Professional and business services,2589.1,6
6,A,2018,2018,PSERV,Taxes on production and imports less subsidies,1277.0,6
6,A,2018,2018,PSERV,Compensation of employees,7153.4,6
6,A,2018,2018,PSERV,Private services-producing industries <sup>2</sup>,14456.3,6
6,A,2018,2018,PSERV,Gross operating surplus,6025.9,6
6,A,2018,2018,PVT,Taxes on production and imports less subsidies,1420.6,6
6,A,2018,2018,PVT,Private industries,18097.8,6
6,A,2018,2018,PVT,Compensation of employees,8952.8,6
6,A,2018,2018,PVT,Gross operating surplus,7724.3,6
6,A,2019,2019,11,Compensation of employees,56.2,6
6,A,2019,2019,11,Taxes on production and imports less subsidies,-9.4,6
6,A,2019,2019,11,Gross operating surplus,117.4,6
6,A,2019,2019,11,"Agriculture, forestry, fishing, and hunting",164.2,6
6,A,2019,2019,111CA,Taxes on production and imports less subsidies,-11.3,6
6,A,2019,2019,111CA,Farms,122.6,6
6,A,2019,2019,111CA,Compensation of employees,28.6,6
6,A,2019,2019,111CA,Gross operating surplus,105.3,6
6,A,2019,2019,113FF,"Forestry, fishing, and related activities",41.6,6
6,A,2019,2019,113FF,Compensation of employees,27.5,6
6,A,2019,2019,113FF,Taxes on production and imports less subsidies,1.9,6
6,A,2019,2019,113FF,Gross operating surplus,12.1,6
6,A,2019,2019,21,Taxes on production and imports less subsidies,44.3,6
6,A,2019,2019,21,Gross operating surplus,163.5,6
6,A,2019,2019,21,Mining,294.0,6
6,A,2019,2019,21,Compensation of employees,86.2,6
6,A,2019,2019,211,Compensation of employees,30.8,6
6,A,2019,2019,211,Oil and gas extraction,172.8,6
6,A,2019,2019,211,Gross operating surplus,105.9,6
6,A,2019,2019,211,Taxes on production and imports less subsidies,36.1,6
6,A,2019,2019,212,Taxes on production and imports less subsidies,5.8,6
6,A,2019,2019,212,Gross operating surplus,28.2,6
6,A,2019,2019,212,"Mining, except oil and gas",53.1,6
6,A,2019,2019,212,Compensation of employees,19.0,6
6,A,2019,2019,213,Support activities for mining,68.1,6
6,A,2019,2019,213,Taxes on production and imports less subsidies,2.4,6
6,A,2019,2019,213,Compensation of employees,36.4,6
6,A,2019,2019,213,Gross operating surplus,29.4,6
6,A,2019,2019,22,Taxes on production and imports less subsidies,66.6,6
6,A,2019,2019,22,Compensation of employees,87.9,6
6,A,2019,2019,22,Gross operating surplus,177.1,6
6,A,2019,2019,22,Utilities,331.6,6
6,A,2019,2019,23,Compensation of employees,598.4,6
6,A,2019,2019,23,Construction,953.0,6
6,A,2019,2019,23,Taxes on production and imports less subsidies,11.3,6
6,A,2019,2019,23,Gross operating surplus,343.2,6
6,A,2019,2019,311FT,Food and beverage and tobacco products,272.8,6
6,A,2019,2019,311FT,Compensation of employees,121.6,6
6,A,2019,2019,311FT,Taxes on production and imports less subsidies,29.0,6
6,A,2019,2019,311FT,Gross operating surplus,122.1,6
6,A,2019,2019,313TT,Textile mills and textile product mills,16.7,6
6,A,2019,2019,313TT,Compensation of employees,12.4,6
6,A,2019,2019,313TT,Taxes on production and imports less subsidies,0.6,6
6,A,2019,2019,313TT,Gross operating surplus,3.7,6
6,A,2019,2019,315AL,Gross operating surplus,1.7,6
6,A,2019,2019,315AL,Apparel and leather and allied products,9.6,6
6,A,2019,2019,315AL,Compensation of employees,7.6,6
6,A,2019,2019,315AL,Taxes on production and imports less subsidies,0.3,6
6,A,2019,2019,31G,Gross operating surplus,1047.6,6
6,A,2019,2019,31G,Taxes on production and imports less subsidies,92.0,6
6,A,2019,2019,31G,Manufacturing,2268.8,6
6,A,2019,2019,31G,Compensation of employees,1129.2,6
6,A,2019,2019,31ND,Nondurable goods,1006.2,6
6,A,2019,2019,31ND,Taxes on production and imports less subsidies,58.8,6
6,A,2019,2019,31ND,Compensation of employees,382.5,6
6,A,2019,2019,31ND,Gross operating surplus,564.9,6
6,A,2019,2019,321,Compensation of employees,24.6,6
6,A,2019,2019,321,Taxes on production and imports less subsidies,0.9,6
6,A,2019,2019,321,Wood products,36.8,6
6,A,2019,2019,321,Gross operating surplus,11.3,6
6,A,2019,2019,322,Taxes on production and imports less subsidies,2.0,6
6,A,2019,2019,322,Gross operating surplus,28.3,6
6,A,2019,2019,322,Paper products,62.7,6
6,A,2019,2019,322,Compensation of employees,32.5,6
6,A,2019,2019,323,Compensation of employees,26.6,6
6,A,2019,2019,323,Printing and related support activities,41.5,6
6,A,2019,2019,323,Taxes on production and imports less subsidies,0.8,6
6,A,2019,2019,323,Gross operating surplus,14.0,6
6,A,2019,2019,324,Petroleum and coal products,143.4,6
6,A,2019,2019,324,Compensation of employees,21.0,6
6,A,2019,2019,324,Gross operating surplus,118.1,6
6,A,2019,2019,324,Taxes on production and imports less subsidies,4.3,6
6,A,2019,2019,325,Taxes on production and imports less subsidies,19.3,6
6,A,2019,2019,325,Compensation of employees,110.2,6
6,A,2019,2019,325,Gross operating surplus,245.3,6
6,A,2019,2019,325,Chemical products,374.8,6
6,A,2019,2019,326,Compensation of employees,50.6,6
6,A,2019,2019,326,Gross operating surplus,31.7,6
6,A,2019,2019,326,Taxes on production and imports less subsidies,2.4,6
6,A,2019,2019,326,Plastics and rubber products,84.8,6
6,A,2019,2019,327,Nonmetallic mineral products,63.0,6
6,A,2019,2019,327,Taxes on production and imports less subsidies,1.7,6
6,A,2019,2019,327,Gross operating surplus,29.5,6
6,A,2019,2019,327,Compensation of employees,31.8,6
6,A,2019,2019,331,Gross operating surplus,30.6,6
6,A,2019,2019,331,Taxes on production and imports less subsidies,2.8,6
6,A,2019,2019,331,Compensation of employees,34.0,6
6,A,2019,2019,331,Primary metals,67.4,6
6,A,2019,2019,332,Fabricated metal products,158.8,6
6,A,2019,2019,332,Taxes on production and imports less subsidies,4.0,6
6,A,2019,2019,332,Gross operating surplus,47.9,6
6,A,2019,2019,332,Compensation of employees,106.9,6
6,A,2019,2019,333,Machinery,161.0,6
6,A,2019,2019,333,Compensation of employees,101.9,6
6,A,2019,2019,333,Taxes on production and imports less subsidies,4.0,6
6,A,2019,2019,333,Gross operating surplus,55.1,6
6,A,2019,2019,334,Computer and electronic products,266.3,6
6,A,2019,2019,334,Compensation of employees,161.2,6
6,A,2019,2019,334,Taxes on production and imports less subsidies,9.1,6
6,A,2019,2019,334,Gross operating surplus,96.0,6
6,A,2019,2019,335,Taxes on production and imports less subsidies,1.0,6
6,A,2019,2019,335,"Electrical equipment, appliances, and components",60.1,6
6,A,2019,2019,335,Compensation of employees,38.2,6
6,A,2019,2019,335,Gross operating surplus,20.8,6
6,A,2019,2019,3361MV,"Motor vehicles, bodies and trailers, and parts",161.8,6
6,A,2019,2019,3361MV,Taxes on production and imports less subsidies,4.1,6
6,A,2019,2019,3361MV,Compensation of employees,80.3,6
6,A,2019,2019,3361MV,Gross operating surplus,77.4,6
6,A,2019,2019,3364OT,Gross operating surplus,74.9,6
6,A,2019,2019,3364OT,Other transportation equipment,165.6,6
6,A,2019,2019,3364OT,Compensation of employees,87.5,6
6,A,2019,2019,3364OT,Taxes on production and imports less subsidies,3.1,6
6,A,2019,2019,337,Furniture and related products,30.4,6
6,A,2019,2019,337,Gross operating surplus,7.5,6
6,A,2019,2019,337,Taxes on production and imports less subsidies,0.5,6
6,A,2019,2019,337,Compensation of employees,22.4,6
6,A,2019,2019,339,Miscellaneous manufacturing,91.4,6
6,A,2019,2019,339,Compensation of employees,57.8,6
6,A,2019,2019,339,Gross operating surplus,31.6,6
6,A,2019,2019,339,Taxes on production and imports less subsidies,2.1,6
6,A,2019,2019,33DG,Compensation of employees,746.7,6
6,A,2019,2019,33DG,Taxes on production and imports less subsidies,33.2,6
6,A,2019,2019,33DG,Durable goods,1262.5,6
6,A,2019,2019,33DG,Gross operating surplus,482.6,6
6,A,2019,2019,42,Compensation of employees,558.5,6
6,A,2019,2019,42,Taxes on production and imports less subsidies,281.1,6
6,A,2019,2019,42,Wholesale trade,1296.8,6
6,A,2019,2019,42,Gross operating surplus,457.2,6
6,A,2019,2019,441,Motor vehicle and parts dealers,257.5,6
6,A,2019,2019,441,Compensation of employees,128.5,6
6,A,2019,2019,441,Taxes on production and imports less subsidies,53.5,6
6,A,2019,2019,441,Gross operating surplus,75.5,6
6,A,2019,2019,445,Compensation of employees,103.4,6
6,A,2019,2019,445,Taxes on production and imports less subsidies,28.0,6
6,A,2019,2019,445,Food and beverage stores,168.7,6
6,A,2019,2019,445,Gross operating surplus,37.3,6
6,A,2019,2019,44RT,Taxes on production and imports less subsidies,255.7,6
6,A,2019,2019,44RT,Compensation of employees,651.9,6
6,A,2019,2019,44RT,Retail trade,1277.6,6
6,A,2019,2019,44RT,Gross operating surplus,370.0,6
6,A,2019,2019,452,General merchandise stores,159.9,6
6,A,2019,2019,452,Compensation of employees,96.7,6
6,A,2019,2019,452,Taxes on production and imports less subsidies,43.6,6
6,A,2019,2019,452,Gross operating surplus,19.7,6
6,A,2019,2019,481,Air transportation,140.2,6
6,A,2019,2019,481,Gross operating surplus,48.7,6
6,A,2019,2019,481,Taxes on production and imports less subsidies,28.6,6
6,A,2019,2019,481,Compensation of employees,62.9,6
6,A,2019,2019,482,Rail transportation,46.2,6
6,A,2019,2019,482,Gross operating surplus,23.1,6
6,A,2019,2019,482,Compensation of employees,23.0,6
6,A,2019,2019,482,Taxes on production and imports less subsidies,0.1,6
6,A,2019,2019,483,Water transportation,15.5,6
6,A,2019,2019,483,Gross operating surplus,6.6,6
6,A,2019,2019,483,Compensation of employees,7.7,6
6,A,2019,2019,483,Taxes on production and imports less subsidies,1.2,6
6,A,2019,2019,484,Compensation of employees,110.5,6
6,A,2019,2019,484,Truck transportation,197.4,6
6,A,2019,2019,484,Taxes on production and imports less subsidies,5.0,6
6,A,2019,2019,484,Gross operating surplus,82.0,6
6,A,2019,2019,485,Compensation of employees,31.2,6
6,A,2019,2019,485,Transit and ground passenger transportation,54.3,6
6,A,2019,2019,485,Gross operating surplus,20.9,6
6,A,2019,2019,485,Taxes on production and imports less subsidies,2.3,6
6,A,2019,2019,486,Taxes on production and imports less subsidies,3.9,6
6,A,2019,2019,486,Gross operating surplus,26.5,6
6,A,2019,2019,486,Pipeline transportation,38.9,6
6,A,2019,2019,486,Compensation of employees,8.6,6
6,A,2019,2019,487OS,Compensation of employees,102.5,6
6,A,2019,2019,487OS,Other transportation and support activities,144.0,6
6,A,2019,2019,487OS,Taxes on production and imports less subsidies,2.8,6
6,A,2019,2019,487OS,Gross operating surplus,38.7,6
6,A,2019,2019,48TW,Compensation of employees,411.2,6
6,A,2019,2019,48TW,Taxes on production and imports less subsidies,44.8,6
6,A,2019,2019,48TW,Transportation and warehousing,710.0,6
6,A,2019,2019,48TW,Gross operating surplus,254.0,6
6,A,2019,2019,493,Gross operating surplus,7.6,6
6,A,2019,2019,493,Taxes on production and imports less subsidies,1.0,6
6,A,2019,2019,493,Compensation of employees,64.8,6
6,A,2019,2019,493,Warehousing and storage,73.4,6
6,A,2019,2019,4A0,Other retail,691.4,6
6,A,2019,2019,4A0,Compensation of employees,323.3,6
6,A,2019,2019,4A0,Gross operating surplus,237.6,6
6,A,2019,2019,4A0,Taxes on production and imports less subsidies,130.6,6
6,A,2019,2019,51,Compensation of employees,400.2,6
6,A,2019,2019,51,Taxes on production and imports less subsidies,63.7,6
6,A,2019,2019,51,Information,1142.6,6
6,A,2019,2019,51,Gross operating surplus,678.8,6
6,A,2019,2019,511,"Publishing industries, except internet (includes software)",278.4,6
6,A,2019,2019,511,Gross operating surplus,151.3,6
6,A,2019,2019,511,Compensation of employees,120.4,6
6,A,2019,2019,511,Taxes on production and imports less subsidies,6.7,6
6,A,2019,2019,512,Compensation of employees,39.2,6
6,A,2019,2019,512,Taxes on production and imports less subsidies,6.3,6
6,A,2019,2019,512,Motion picture and sound recording industries,88.5,6
6,A,2019,2019,512,Gross operating surplus,43.1,6
6,A,2019,2019,513,Broadcasting and telecommunications,501.6,6
6,A,2019,2019,513,Gross operating surplus,344.1,6
6,A,2019,2019,513,Taxes on production and imports less subsidies,44.1,6
6,A,2019,2019,513,Compensation of employees,113.4,6
6,A,2019,2019,514,"Data processing, internet publishing, and other information services",274.1,6
6,A,2019,2019,514,Compensation of employees,127.2,6
6,A,2019,2019,514,Taxes on production and imports less subsidies,6.6,6
6,A,2019,2019,514,Gross operating surplus,140.3,6
6,A,2019,2019,52,Gross operating surplus,738.5,6
6,A,2019,2019,52,Taxes on production and imports less subsidies,62.1,6
6,A,2019,2019,52,Finance and insurance,1652.3,6
6,A,2019,2019,52,Compensation of employees,851.6,6
6,A,2019,2019,521CI,Gross operating surplus,429.6,6
6,A,2019,2019,521CI,"Federal Reserve banks, credit intermediation, and related activities",740.1,6
6,A,2019,2019,521CI,Compensation of employees,289.6,6
6,A,2019,2019,521CI,Taxes on production and imports less subsidies,20.9,6
6,A,2019,2019,523,Compensation of employees,260.5,6
6,A,2019,2019,523,Gross operating surplus,12.3,6
6,A,2019,2019,523,Taxes on production and imports less subsidies,6.2,6
6,A,2019,2019,523,"Securities, commodity contracts, and investments",279.0,6
6,A,2019,2019,524,Gross operating surplus,298.5,6
6,A,2019,2019,524,Insurance carriers and related activities,631.4,6
6,A,2019,2019,524,Taxes on production and imports less subsidies,34.3,6
6,A,2019,2019,524,Compensation of employees,298.6,6
6,A,2019,2019,525,"Funds, trusts, and other financial vehicles",1.8,6
6,A,2019,2019,525,Compensation of employees,2.8,6
6,A,2019,2019,525,Taxes on production and imports less subsidies,0.8,6
6,A,2019,2019,525,Gross operating surplus,-1.8,6
6,A,2019,2019,53,Compensation of employees,169.6,6
6,A,2019,2019,53,Real estate and rental and leasing,2805.9,6
6,A,2019,2019,53,Taxes on production and imports less subsidies,314.5,6
6,A,2019,2019,53,Gross operating surplus,2321.8,6
6,A,2019,2019,531,Gross operating surplus,2144.0,6
6,A,2019,2019,531,Taxes on production and imports less subsidies,290.9,6
6,A,2019,2019,531,Compensation of employees,128.8,6
6,A,2019,2019,531,Real estate,2563.7,6
6,A,2019,2019,532RL,Compensation of employees,40.8,6
6,A,2019,2019,532RL,Rental and leasing services and lessors of intangible assets,242.1,6
6,A,2019,2019,532RL,Taxes on production and imports less subsidies,23.5,6
6,A,2019,2019,532RL,Gross operating surplus,177.8,6
6,A,2019,2019,54,Gross operating surplus,479.9,6
6,A,2019,2019,54,Taxes on production and imports less subsidies,42.8,6
6,A,2019,2019,54,Compensation of employees,1130.5,6
6,A,2019,2019,54,"Professional, scientific, and technical services",1653.1,6
6,A,2019,2019,5411,Legal services,290.1,6
6,A,2019,2019,5411,Taxes on production and imports less subsidies,18.0,6
6,A,2019,2019,5411,Compensation of employees,143.7,6
6,A,2019,2019,5411,Gross operating surplus,128.5,6
6,A,2019,2019,5412OP,Gross operating surplus,289.8,6
6,A,2019,2019,5412OP,Taxes on production and imports less subsidies,16.9,6
6,A,2019,2019,5412OP,Compensation of employees,677.7,6
6,A,2019,2019,5412OP,"Miscellaneous professional, scientific, and technical services",984.3,6
6,A,2019,2019,5415,Taxes on production and imports less subsidies,8.0,6
6,A,2019,2019,5415,Compensation of employees,309.1,6
6,A,2019,2019,5415,Gross operating surplus,61.6,6
6,A,2019,2019,5415,Computer systems design and related services,378.6,6
6,A,2019,2019,55,Gross operating surplus,38.1,6
6,A,2019,2019,55,Management of companies and enterprises,405.6,6
6,A,2019,2019,55,Taxes on production and imports less subsidies,10.0,6
6,A,2019,2019,55,Compensation of employees,357.4,6
6,A,2019,2019,56,Administrative and waste management services,670.2,6
6,A,2019,2019,56,Gross operating surplus,164.6,6
6,A,2019,2019,56,Taxes on production and imports less subsidies,16.1,6
6,A,2019,2019,56,Compensation of employees,489.4,6
6,A,2019,2019,561,Taxes on production and imports less subsidies,11.9,6
6,A,2019,2019,561,Administrative and support services,611.3,6
6,A,2019,2019,561,Compensation of employees,455.2,6
6,A,2019,2019,561,Gross operating surplus,144.1,6
6,A,2019,2019,562,Taxes on production and imports less subsidies,4.1,6
6,A,2019,2019,562,Gross operating surplus,20.5,6
6,A,2019,2019,562,Compensation of employees,34.3,6
6,A,2019,2019,562,Waste management and remediation services,58.9,6
6,A,2019,2019,6,Taxes on production and imports less subsidies,46.2,6
6,A,2019,2019,6,"Educational services, health care, and social assistance",1884.2,6
6,A,2019,2019,6,Compensation of employees,1521.6,6
6,A,2019,2019,6,Gross operating surplus,316.4,6
6,A,2019,2019,61,Taxes on production and imports less subsidies,10.3,6
6,A,2019,2019,61,Gross operating surplus,46.5,6
6,A,2019,2019,61,Compensation of employees,213.5,6
6,A,2019,2019,61,Educational services,270.3,6
6,A,2019,2019,62,Health care and social assistance,1613.9,6
6,A,2019,2019,62,Gross operating surplus,269.9,6
6,A,2019,2019,62,Taxes on production and imports less subsidies,35.9,6
6,A,2019,2019,62,Compensation of employees,1308.1,6
6,A,2019,2019,621,Ambulatory health care services,783.4,6
6,A,2019,2019,621,Gross operating surplus,165.9,6
6,A,2019,2019,621,Taxes on production and imports less subsidies,10.6,6
6,A,2019,2019,621,Compensation of employees,607.0,6
6,A,2019,2019,622,Gross operating surplus,81.4,6
6,A,2019,2019,622,Taxes on production and imports less subsidies,16.0,6
6,A,2019,2019,622,Compensation of employees,427.5,6
6,A,2019,2019,622,Hospitals,525.0,6
6,A,2019,2019,623,Gross operating surplus,9.7,6
6,A,2019,2019,623,Taxes on production and imports less subsidies,6.9,6
6,A,2019,2019,623,Nursing and residential care facilities,158.6,6
6,A,2019,2019,623,Compensation of employees,142.0,6
6,A,2019,2019,624,Social assistance,146.9,6
6,A,2019,2019,624,Compensation of employees,131.7,6
6,A,2019,2019,624,Taxes on production and imports less subsidies,2.4,6
6,A,2019,2019,624,Gross operating surplus,12.8,6
6,A,2019,2019,7,Taxes on production and imports less subsidies,120.3,6
6,A,2019,2019,7,Compensation of employees,549.1,6
6,A,2019,2019,7,"Arts, entertainment, recreation, accommodation, and food services",922.2,6
6,A,2019,2019,7,Gross operating surplus,252.8,6
6,A,2019,2019,71,"Arts, entertainment, and recreation",237.1,6
6,A,2019,2019,71,Gross operating surplus,86.5,6
6,A,2019,2019,71,Compensation of employees,125.4,6
6,A,2019,2019,71,Taxes on production and imports less subsidies,25.3,6
6,A,2019,2019,711AS,"Performing arts, spectator sports, museums, and related activities",140.5,6
6,A,2019,2019,711AS,Compensation of employees,66.6,6
6,A,2019,2019,711AS,Taxes on production and imports less subsidies,8.6,6
6,A,2019,2019,711AS,Gross operating surplus,65.3,6
6,A,2019,2019,713,Compensation of employees,58.8,6
6,A,2019,2019,713,"Amusements, gambling, and recreation industries",96.6,6
6,A,2019,2019,713,Gross operating surplus,21.2,6
6,A,2019,2019,713,Taxes on production and imports less subsidies,16.6,6
6,A,2019,2019,72,Gross operating surplus,166.3,6
6,A,2019,2019,72,Taxes on production and imports less subsidies,95.0,6
6,A,2019,2019,72,Compensation of employees,423.7,6
6,A,2019,2019,72,Accommodation and food services,685.0,6
6,A,2019,2019,721,Gross operating surplus,70.3,6
6,A,2019,2019,721,Taxes on production and imports less subsidies,33.4,6
6,A,2019,2019,721,Accommodation,194.9,6
6,A,2019,2019,721,Compensation of employees,91.2,6
6,A,2019,2019,722,Taxes on production and imports less subsidies,61.6,6
6,A,2019,2019,722,Compensation of employees,332.5,6
6,A,2019,2019,722,Gross operating surplus,96.1,6
6,A,2019,2019,722,Food services and drinking places,490.2,6
6,A,2019,2019,81,Compensation of employees,337.3,6
6,A,2019,2019,81,Gross operating surplus,114.2,6
6,A,2019,2019,81,Taxes on production and imports less subsidies,26.3,6
6,A,2019,2019,81,"Other services, except government",477.9,6
6,A,2019,2019,FIRE,Gross operating surplus,3060.3,6
6,A,2019,2019,FIRE,"Finance, insurance, real estate, rental, and leasing",4458.1,6
6,A,2019,2019,FIRE,Taxes on production and imports less subsidies,376.6,6
6,A,2019,2019,FIRE,Compensation of employees,1021.2,6
6,A,2019,2019,G,Compensation of employees,2072.2,6
6,A,2019,2019,G,Taxes on production and imports less subsidies,-27.6,6
6,A,2019,2019,G,Gross operating surplus,585.7,6
6,A,2019,2019,G,Government,2630.2,6
6,A,2019,2019,GDP,Compensation of employees,11458.5,6
6,A,2019,2019,GDP,Taxes on production and imports less subsidies,1460.7,6
6,A,2019,2019,GDP,Gross domestic product,21540.0,6
6,A,2019,2019,GDP,Gross operating surplus,8620.8,6
6,A,2019,2019,GF,Compensation of employees,523.6,6
6,A,2019,2019,GF,Taxes on production and imports less subsidies,-6.5,6
6,A,2019,2019,GF,Federal,817.4,6
6,A,2019,2019,GF,Gross operating surplus,300.2,6
6,A,2019,2019,GFE,Taxes on production and imports less subsidies,-6.5,6
6,A,2019,2019,GFE,Gross operating surplus,10.9,6
6,A,2019,2019,GFE,Government enterprises,65.6,6
6,A,2019,2019,GFE,Compensation of employees,61.2,6
6,A,2019,2019,GFG,General government,751.7,6
6,A,2019,2019,GFG,Gross operating surplus,289.3,6
6,A,2019,2019,GFG,Compensation of employees,462.4,6
6,A,2019,2019,GFGD,Compensation of employees,266.8,6
6,A,2019,2019,GFGD,Gross operating surplus,165.5,6
6,A,2019,2019,GFGD,National defense,432.3,6
6,A,2019,2019,GFGN,Compensation of employees,195.6,6
6,A,2019,2019,GFGN,Nondefense,319.5,6
6,A,2019,2019,GFGN,Gross operating surplus,123.8,6
6,A,2019,2019,GSL,State and local,1812.8,6
6,A,2019,2019,GSL,Compensation of employees,1548.6,6
6,A,2019,2019,GSL,Taxes on production and imports less subsidies,-21.2,6
6,A,2019,2019,GSL,Gross operating surplus,285.4,6
6,A,2019,2019,GSLE,Gross operating surplus,57.0,6
6,A,2019,2019,GSLE,Government enterprises,151.1,6
6,A,2019,2019,GSLE,Taxes on production and imports less subsidies,-21.2,6
6,A,2019,2019,GSLE,Compensation of employees,115.3,6
6,A,2019,2019,GSLG,Gross operating surplus,228.4,6
6,A,2019,2019,GSLG,Compensation of employees,1433.3,6
6,A,2019,2019,GSLG,General government,1661.7,6
6,A,2019,2019,HS,Gross operating surplus,1687.9,6
6,A,2019,2019,HS,Housing,1971.4,6
6,A,2019,2019,HS,Compensation of employees,23.6,6
6,A,2019,2019,HS,Taxes on production and imports less subsidies,260.0,6
6,A,2019,2019,ICT,Gross operating surplus,710.6,6
6,A,2019,2019,ICT,Taxes on production and imports less subsidies,68.8,6
6,A,2019,2019,ICT,Compensation of employees,726.1,6
6,A,2019,2019,ICT,Information-communications-technology-producing industries <sup>3</sup>,1505.4,6
6,A,2019,2019,ORE,Taxes on production and imports less subsidies,31.0,6
6,A,2019,2019,ORE,Other real estate,592.3,6
6,A,2019,2019,ORE,Compensation of employees,105.2,6
6,A,2019,2019,ORE,Gross operating surplus,456.1,6
6,A,2019,2019,PGOOD,Private goods-producing industries <sup>1</sup>,3680.0,6
6,A,2019,2019,PGOOD,Gross operating surplus,1671.7,6
6,A,2019,2019,PGOOD,Taxes on production and imports less subsidies,138.2,6
6,A,2019,2019,PGOOD,Compensation of employees,1870.1,6
6,A,2019,2019,PROF,Taxes on production and imports less subsidies,68.9,6
6,A,2019,2019,PROF,Compensation of employees,1977.3,6
6,A,2019,2019,PROF,Gross operating surplus,682.6,6
6,A,2019,2019,PROF,Professional and business services,2728.9,6
6,A,2019,2019,PSERV,Compensation of employees,7516.2,6
6,A,2019,2019,PSERV,Private services-producing industries <sup>2</sup>,15229.8,6
6,A,2019,2019,PSERV,Taxes on production and imports less subsidies,1350.1,6
6,A,2019,2019,PSERV,Gross operating surplus,6363.5,6
