TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
19,A,2017,2017,511,"Publishing industries, except internet (includes software)",-0.7,19
19,A,2017,2017,512,Motion picture and sound recording industries,0.1,19
19,A,2017,2017,513,Broadcasting and telecommunications,-1.8,19
19,A,2017,2017,514,"Data processing, internet publishing, and other information services",-0.2,19
19,A,2017,2017,52,Finance and insurance,3.6,19
19,A,2017,2017,521CI,"Federal Reserve banks, credit intermediation, and related activities",7.0,19
19,A,2017,2017,523,"Securities, commodity contracts, and investments",4.4,19
19,A,2017,2017,524,Insurance carriers and related activities,0.3,19
19,A,2017,2017,525,"Funds, trusts, and other financial vehicles",1.7,19
19,A,2017,2017,53,Real estate and rental and leasing,2.8,19
19,A,2017,2017,531,Real estate,3.0,19
19,A,2017,2017,532RL,Rental and leasing services and lessors of intangible assets,1.3,19
19,A,2017,2017,54,"Professional, scientific, and technical services",1.2,19
19,A,2017,2017,5411,Legal services,3.5,19
19,A,2017,2017,5412OP,"Miscellaneous professional, scientific, and technical services",1.6,19
19,A,2017,2017,5415,Computer systems design and related services,-1.6,19
19,A,2017,2017,55,Management of companies and enterprises,0.1,19
19,A,2017,2017,56,Administrative and waste management services,1.7,19
19,A,2017,2017,561,Administrative and support services,1.5,19
19,A,2017,2017,562,Waste management and remediation services,2.7,19
19,A,2017,2017,6,"Educational services, health care, and social assistance",1.7,19
19,A,2017,2017,61,Educational services,2.5,19
19,A,2017,2017,62,Health care and social assistance,1.6,19
19,A,2017,2017,621,Ambulatory health care services,1.1,19
19,A,2017,2017,622,Hospitals,1.7,19
19,A,2017,2017,623,Nursing and residential care facilities,2.6,19
19,A,2017,2017,624,Social assistance,2.6,19
19,A,2017,2017,7,"Arts, entertainment, recreation, accommodation, and food services",2.2,19
19,A,2017,2017,71,"Arts, entertainment, and recreation",1.8,19
19,A,2017,2017,711AS,"Performing arts, spectator sports, museums, and related activities",2.0,19
19,A,2017,2017,713,"Amusements, gambling, and recreation industries",1.5,19
19,A,2017,2017,72,Accommodation and food services,2.4,19
19,A,2017,2017,721,Accommodation,2.2,19
19,A,2017,2017,722,Food services and drinking places,2.4,19
19,A,2017,2017,81,"Other services, except government",2.0,19
19,A,2017,2017,FIRE,"Finance, insurance, real estate, rental, and leasing",3.2,19
19,A,2017,2017,G,Government,2.4,19
19,A,2017,2017,GF,Federal,1.9,19
19,A,2017,2017,GFE,Government enterprises,0.7,19
19,A,2017,2017,GFG,General government,2.0,19
19,A,2017,2017,GFGD,National defense,1.8,19
19,A,2017,2017,GFGN,Nondefense,2.4,19
19,A,2017,2017,GSL,State and local,2.5,19
19,A,2017,2017,GSLE,Government enterprises,3.1,19
19,A,2017,2017,GSLG,General government,2.5,19
19,A,2017,2017,HS,Housing,3.5,19
19,A,2017,2017,ICT,Information-communications-technology-producing industries<sup>3</sup>,-1.4,19;19.3.A
19,A,2017,2017,II,All industries,2.5,19
19,A,2017,2017,ORE,Other real estate,2.2,19
19,A,2017,2017,PGOOD,Private goods-producing industries<sup>1</sup>,4.2,19;19.1.A
19,A,2017,2017,PROF,Professional and business services,1.2,19
19,A,2017,2017,PSERV,Private services-producing industries<sup>2</sup>,1.9,19;19.2.A
19,A,2017,2017,PVT,Private industries,2.5,19
19,A,2018,2018,11,"Agriculture, forestry, fishing, and hunting",0.2,19
19,A,2018,2018,111CA,Farms,0.0,19
19,A,2018,2018,113FF,"Forestry, fishing, and related activities",1.8,19
19,A,2018,2018,21,Mining,9.2,19
19,A,2018,2018,211,Oil and gas extraction,15.9,19
19,A,2018,2018,212,"Mining, except oil and gas",4.4,19
19,A,2018,2018,213,Support activities for mining,-2.1,19
19,A,2018,2018,22,Utilities,3.8,19
19,A,2018,2018,23,Construction,3.8,19
19,A,2018,2018,311FT,Food and beverage and tobacco products,0.4,19
19,A,2018,2018,313TT,Textile mills and textile product mills,3.0,19
19,A,2018,2018,315AL,Apparel and leather and allied products,0.3,19
19,A,2018,2018,31G,Manufacturing,4.4,19
19,A,2018,2018,31ND,Nondurable goods,6.2,19
19,A,2018,2018,321,Wood products,6.0,19
19,A,2018,2018,322,Paper products,4.2,19
19,A,2018,2018,323,Printing and related support activities,1.0,19
19,A,2018,2018,324,Petroleum and coal products,21.4,19
19,A,2018,2018,325,Chemical products,4.9,19
19,A,2018,2018,326,Plastics and rubber products,3.2,19
19,A,2018,2018,327,Nonmetallic mineral products,3.4,19
19,A,2018,2018,331,Primary metals,9.7,19
19,A,2018,2018,332,Fabricated metal products,4.5,19
19,A,2018,2018,333,Machinery,2.1,19
19,A,2018,2018,334,Computer and electronic products,-0.7,19
19,A,2018,2018,335,"Electrical equipment, appliances, and components",4.2,19
19,A,2018,2018,3361MV,"Motor vehicles, bodies and trailers, and parts",1.5,19
19,A,2018,2018,3364OT,Other transportation equipment,1.5,19
19,A,2018,2018,337,Furniture and related products,2.3,19
19,A,2018,2018,339,Miscellaneous manufacturing,1.4,19
19,A,2018,2018,33DG,Durable goods,2.7,19
19,A,2018,2018,42,Wholesale trade,2.8,19
19,A,2018,2018,441,Motor vehicle and parts dealers,0.6,19
19,A,2018,2018,445,Food and beverage stores,3.2,19
19,A,2018,2018,44RT,Retail trade,1.0,19
19,A,2018,2018,452,General merchandise stores,-0.5,19
19,A,2018,2018,481,Air transportation,2.8,19
19,A,2018,2018,482,Rail transportation,5.4,19
19,A,2018,2018,483,Water transportation,6.0,19
19,A,2018,2018,484,Truck transportation,6.2,19
19,A,2018,2018,485,Transit and ground passenger transportation,1.2,19
19,A,2018,2018,486,Pipeline transportation,2.6,19
19,A,2018,2018,487OS,Other transportation and support activities,3.6,19
19,A,2018,2018,48TW,Transportation and warehousing,4.2,19
19,A,2018,2018,493,Warehousing and storage,3.7,19
19,A,2018,2018,4A0,Other retail,1.0,19
19,A,2018,2018,51,Information,-0.5,19
19,A,2018,2018,511,"Publishing industries, except internet (includes software)",-1.1,19
19,A,2018,2018,512,Motion picture and sound recording industries,1.3,19
19,A,2018,2018,513,Broadcasting and telecommunications,0.2,19
19,A,2018,2018,514,"Data processing, internet publishing, and other information services",-2.1,19
19,A,2018,2018,52,Finance and insurance,5.3,19
19,A,2018,2018,521CI,"Federal Reserve banks, credit intermediation, and related activities",7.7,19
19,A,2018,2018,523,"Securities, commodity contracts, and investments",5.2,19
19,A,2018,2018,524,Insurance carriers and related activities,3.0,19
19,A,2018,2018,525,"Funds, trusts, and other financial vehicles",5.5,19
19,A,2018,2018,53,Real estate and rental and leasing,2.7,19
19,A,2018,2018,531,Real estate,2.8,19
19,A,2018,2018,532RL,Rental and leasing services and lessors of intangible assets,2.1,19
19,A,2018,2018,54,"Professional, scientific, and technical services",0.9,19
19,A,2018,2018,5411,Legal services,2.7,19
19,A,2018,2018,5412OP,"Miscellaneous professional, scientific, and technical services",1.5,19
19,A,2018,2018,5415,Computer systems design and related services,-2.2,19
19,A,2018,2018,55,Management of companies and enterprises,-0.1,19
19,A,2018,2018,56,Administrative and waste management services,1.6,19
19,A,2018,2018,561,Administrative and support services,1.2,19
19,A,2018,2018,562,Waste management and remediation services,4.4,19
19,A,2018,2018,6,"Educational services, health care, and social assistance",1.8,19
19,A,2018,2018,61,Educational services,2.3,19
19,A,2018,2018,62,Health care and social assistance,1.7,19
19,A,2018,2018,621,Ambulatory health care services,1.0,19
19,A,2018,2018,622,Hospitals,2.0,19
19,A,2018,2018,623,Nursing and residential care facilities,3.1,19
19,A,2018,2018,624,Social assistance,2.4,19
19,A,2018,2018,7,"Arts, entertainment, recreation, accommodation, and food services",2.8,19
19,A,2018,2018,71,"Arts, entertainment, and recreation",2.2,19
19,A,2018,2018,711AS,"Performing arts, spectator sports, museums, and related activities",1.6,19
19,A,2018,2018,713,"Amusements, gambling, and recreation industries",3.1,19
19,A,2018,2018,72,Accommodation and food services,3.0,19
19,A,2018,2018,721,Accommodation,3.8,19
19,A,2018,2018,722,Food services and drinking places,2.7,19
19,A,2018,2018,81,"Other services, except government",2.3,19
19,A,2018,2018,FIRE,"Finance, insurance, real estate, rental, and leasing",3.8,19
19,A,2018,2018,G,Government,3.5,19
19,A,2018,2018,GF,Federal,3.1,19
19,A,2018,2018,GFE,Government enterprises,3.0,19
19,A,2018,2018,GFG,General government,3.1,19
19,A,2018,2018,GFGD,National defense,2.9,19
19,A,2018,2018,GFGN,Nondefense,3.4,19
19,A,2018,2018,GSL,State and local,3.7,19
19,A,2018,2018,GSLE,Government enterprises,2.7,19
19,A,2018,2018,GSLG,General government,3.8,19
19,A,2018,2018,HS,Housing,3.4,19
19,A,2018,2018,ICT,Information-communications-technology-producing industries<sup>3</sup>,-1.2,19;19.3.A
19,A,2018,2018,II,All industries,2.9,19
19,A,2018,2018,ORE,Other real estate,1.9,19
19,A,2018,2018,PGOOD,Private goods-producing industries<sup>1</sup>,4.4,19;19.1.A
19,A,2018,2018,PROF,Professional and business services,0.9,19
19,A,2018,2018,PSERV,Private services-producing industries<sup>2</sup>,2.3,19;19.2.A
19,A,2018,2018,PVT,Private industries,2.9,19
19,A,2019,2019,11,"Agriculture, forestry, fishing, and hunting",-0.4,19
19,A,2019,2019,111CA,Farms,-0.6,19
19,A,2019,2019,113FF,"Forestry, fishing, and related activities",0.7,19
19,A,2019,2019,21,Mining,-9.5,19
19,A,2019,2019,211,Oil and gas extraction,-16.9,19
19,A,2019,2019,212,"Mining, except oil and gas",0.8,19
19,A,2019,2019,213,Support activities for mining,2.8,19
19,A,2019,2019,22,Utilities,1.2,19
19,A,2019,2019,23,Construction,3.4,19
19,A,2019,2019,311FT,Food and beverage and tobacco products,1.4,19
19,A,2019,2019,313TT,Textile mills and textile product mills,1.6,19
19,A,2019,2019,315AL,Apparel and leather and allied products,0.1,19
19,A,2019,2019,31G,Manufacturing,-0.8,19
19,A,2019,2019,31ND,Nondurable goods,-2.4,19
19,A,2019,2019,321,Wood products,-3.0,19
19,A,2019,2019,322,Paper products,-0.2,19
19,A,2019,2019,323,Printing and related support activities,2.8,19
19,A,2019,2019,324,Petroleum and coal products,-10.6,19
19,A,2019,2019,325,Chemical products,-2.4,19
19,A,2019,2019,326,Plastics and rubber products,0.7,19
19,A,2019,2019,327,Nonmetallic mineral products,2.0,19
19,A,2019,2019,331,Primary metals,-3.4,19
19,A,2019,2019,332,Fabricated metal products,2.2,19
19,A,2019,2019,333,Machinery,2.8,19
19,A,2019,2019,334,Computer and electronic products,-0.4,19
19,A,2019,2019,335,"Electrical equipment, appliances, and components",2.5,19
19,A,2019,2019,3361MV,"Motor vehicles, bodies and trailers, and parts",0.6,19
19,A,2019,2019,3364OT,Other transportation equipment,1.7,19
19,A,2019,2019,337,Furniture and related products,2.4,19
19,A,2019,2019,339,Miscellaneous manufacturing,2.2,19
19,A,2019,2019,33DG,Durable goods,0.9,19
19,A,2019,2019,42,Wholesale trade,3.6,19
19,A,2019,2019,441,Motor vehicle and parts dealers,0.0,19
19,A,2019,2019,445,Food and beverage stores,1.8,19
19,A,2019,2019,44RT,Retail trade,1.7,19
19,A,2019,2019,452,General merchandise stores,3.2,19
19,A,2019,2019,481,Air transportation,3.4,19
19,A,2019,2019,482,Rail transportation,3.0,19
19,A,2019,2019,483,Water transportation,2.2,19
19,A,2019,2019,484,Truck transportation,2.6,19
19,A,2019,2019,485,Transit and ground passenger transportation,0.5,19
19,A,2019,2019,486,Pipeline transportation,7.4,19
19,A,2019,2019,487OS,Other transportation and support activities,3.1,19
19,A,2019,2019,48TW,Transportation and warehousing,2.6,19
19,A,2019,2019,493,Warehousing and storage,-0.1,19
19,A,2019,2019,4A0,Other retail,2.0,19
19,A,2019,2019,51,Information,0.1,19
19,A,2019,2019,511,"Publishing industries, except internet (includes software)",0.2,19
19,A,2019,2019,512,Motion picture and sound recording industries,-0.9,19
19,A,2019,2019,513,Broadcasting and telecommunications,0.1,19
19,A,2019,2019,514,"Data processing, internet publishing, and other information services",0.4,19
19,A,2019,2019,52,Finance and insurance,1.5,19
19,A,2019,2019,521CI,"Federal Reserve banks, credit intermediation, and related activities",2.5,19
19,A,2019,2019,523,"Securities, commodity contracts, and investments",1.4,19
19,A,2019,2019,524,Insurance carriers and related activities,0.3,19
19,A,2019,2019,525,"Funds, trusts, and other financial vehicles",2.5,19
19,A,2019,2019,53,Real estate and rental and leasing,2.8,19
19,A,2019,2019,531,Real estate,3.0,19
19,A,2019,2019,532RL,Rental and leasing services and lessors of intangible assets,1.0,19
19,A,2019,2019,54,"Professional, scientific, and technical services",0.8,19
19,A,2019,2019,5411,Legal services,3.6,19
19,A,2019,2019,5412OP,"Miscellaneous professional, scientific, and technical services",1.0,19
19,A,2019,2019,5415,Computer systems design and related services,-1.6,19
19,A,2019,2019,55,Management of companies and enterprises,-0.7,19
19,A,2019,2019,56,Administrative and waste management services,2.1,19
19,A,2019,2019,561,Administrative and support services,1.9,19
19,A,2019,2019,562,Waste management and remediation services,3.0,19
19,A,2019,2019,6,"Educational services, health care, and social assistance",1.9,19
19,A,2019,2019,61,Educational services,2.3,19
19,A,2019,2019,62,Health care and social assistance,1.8,19
19,A,2019,2019,621,Ambulatory health care services,1.2,19
19,A,2019,2019,622,Hospitals,2.1,19
19,A,2019,2019,623,Nursing and residential care facilities,3.2,19
19,A,2019,2019,624,Social assistance,2.4,19
19,A,2019,2019,7,"Arts, entertainment, recreation, accommodation, and food services",2.5,19
19,A,2019,2019,71,"Arts, entertainment, and recreation",2.3,19
19,A,2019,2019,711AS,"Performing arts, spectator sports, museums, and related activities",1.6,19
19,A,2019,2019,713,"Amusements, gambling, and recreation industries",3.2,19
19,A,2019,2019,72,Accommodation and food services,2.6,19
19,A,2019,2019,721,Accommodation,2.5,19
19,A,2019,2019,722,Food services and drinking places,2.6,19
19,A,2019,2019,81,"Other services, except government",3.1,19
19,A,2019,2019,FIRE,"Finance, insurance, real estate, rental, and leasing",2.2,19
19,A,2019,2019,G,Government,1.6,19
19,A,2019,2019,GF,Federal,1.8,19
19,A,2019,2019,GFE,Government enterprises,3.0,19
19,A,2019,2019,GFG,General government,1.7,19
19,A,2019,2019,GFGD,National defense,1.5,19
19,A,2019,2019,GFGN,Nondefense,2.0,19
19,A,2019,2019,GSL,State and local,1.4,19
19,A,2019,2019,GSLE,Government enterprises,1.9,19
19,A,2019,2019,GSLG,General government,1.4,19
19,A,2019,2019,HS,Housing,3.4,19
19,A,2019,2019,ICT,Information-communications-technology-producing industries<sup>3</sup>,-0.5,19;19.3.A
19,A,2019,2019,II,All industries,1.3,19
19,A,2019,2019,ORE,Other real estate,2.4,19
19,A,2019,2019,PGOOD,Private goods-producing industries<sup>1</sup>,-0.5,19;19.1.A
19,A,2019,2019,PROF,Professional and business services,0.9,19
19,A,2019,2019,PSERV,Private services-producing industries<sup>2</sup>,1.9,19;19.2.A
19,A,2019,2019,PVT,Private industries,1.3,19
19,A,2020,2020,11,"Agriculture, forestry, fishing, and hunting",-2.2,19
19,A,2020,2020,111CA,Farms,-2.5,19
19,A,2020,2020,113FF,"Forestry, fishing, and related activities",0.0,19
19,A,2020,2020,21,Mining,-17.3,19
19,A,2020,2020,211,Oil and gas extraction,-27.7,19
19,A,2020,2020,212,"Mining, except oil and gas",0.1,19
19,A,2020,2020,213,Support activities for mining,-3.8,19
19,A,2020,2020,22,Utilities,-2.3,19
19,A,2020,2020,23,Construction,2.4,19
19,A,2020,2020,311FT,Food and beverage and tobacco products,1.4,19
19,A,2020,2020,313TT,Textile mills and textile product mills,-0.1,19
19,A,2020,2020,315AL,Apparel and leather and allied products,-0.5,19
19,A,2020,2020,31G,Manufacturing,-2.2,19
19,A,2020,2020,31ND,Nondurable goods,-4.6,19
19,A,2020,2020,321,Wood products,3.7,19
19,A,2020,2020,322,Paper products,-2.4,19
19,A,2020,2020,323,Printing and related support activities,0.8,19
19,A,2020,2020,324,Petroleum and coal products,-24.3,19
19,A,2020,2020,325,Chemical products,-1.5,19
19,A,2020,2020,326,Plastics and rubber products,-0.4,19
19,A,2020,2020,327,Nonmetallic mineral products,1.8,19
19,A,2020,2020,331,Primary metals,-7.0,19
19,A,2020,2020,332,Fabricated metal products,0.1,19
19,A,2020,2020,333,Machinery,1.5,19
19,A,2020,2020,334,Computer and electronic products,0.3,19
19,A,2020,2020,335,"Electrical equipment, appliances, and components",0.7,19
19,A,2020,2020,3361MV,"Motor vehicles, bodies and trailers, and parts",0.1,19
19,A,2020,2020,3364OT,Other transportation equipment,1.4,19
19,A,2020,2020,337,Furniture and related products,1.4,19
19,A,2020,2020,339,Miscellaneous manufacturing,1.6,19
19,A,2020,2020,33DG,Durable goods,0.3,19
19,A,2020,2020,42,Wholesale trade,0.2,19
19,A,2020,2020,441,Motor vehicle and parts dealers,10.1,19
19,A,2020,2020,445,Food and beverage stores,3.3,19
19,A,2020,2020,44RT,Retail trade,4.4,19
19,A,2020,2020,452,General merchandise stores,-2.4,19
19,A,2020,2020,481,Air transportation,-11.1,19
19,A,2020,2020,482,Rail transportation,0.2,19
19,A,2020,2020,483,Water transportation,-5.8,19
19,A,2020,2020,484,Truck transportation,-0.2,19
19,A,2020,2020,485,Transit and ground passenger transportation,-1.8,19
19,A,2020,2020,486,Pipeline transportation,4.0,19
19,A,2020,2020,487OS,Other transportation and support activities,-0.2,19
19,A,2020,2020,48TW,Transportation and warehousing,-2.0,19
19,A,2020,2020,493,Warehousing and storage,-0.2,19
19,A,2020,2020,4A0,Other retail,4.4,19
19,A,2020,2020,51,Information,-0.1,19
19,A,2020,2020,511,"Publishing industries, except internet (includes software)",0.1,19
19,A,2020,2020,512,Motion picture and sound recording industries,-0.7,19
19,A,2020,2020,513,Broadcasting and telecommunications,0.1,19
19,A,2020,2020,514,"Data processing, internet publishing, and other information services",-0.3,19
19,A,2020,2020,52,Finance and insurance,1.5,19
19,A,2020,2020,521CI,"Federal Reserve banks, credit intermediation, and related activities",-1.3,19
19,A,2020,2020,523,"Securities, commodity contracts, and investments",2.6,19
19,A,2020,2020,524,Insurance carriers and related activities,3.3,19
19,A,2020,2020,525,"Funds, trusts, and other financial vehicles",4.7,19
19,A,2020,2020,53,Real estate and rental and leasing,2.2,19
19,A,2020,2020,531,Real estate,2.4,19
19,A,2020,2020,532RL,Rental and leasing services and lessors of intangible assets,0.3,19
19,A,2020,2020,54,"Professional, scientific, and technical services",0.6,19
19,A,2020,2020,5411,Legal services,4.8,19
19,A,2020,2020,5412OP,"Miscellaneous professional, scientific, and technical services",0.6,19
19,A,2020,2020,5415,Computer systems design and related services,-2.3,19
19,A,2020,2020,55,Management of companies and enterprises,-0.9,19
19,A,2020,2020,56,Administrative and waste management services,1.5,19
19,A,2020,2020,561,Administrative and support services,1.2,19
19,A,2020,2020,562,Waste management and remediation services,3.4,19
19,A,2020,2020,6,"Educational services, health care, and social assistance",2.1,19
19,A,2020,2020,61,Educational services,2.4,19
19,A,2020,2020,62,Health care and social assistance,2.1,19
19,A,2020,2020,621,Ambulatory health care services,1.6,19
19,A,2020,2020,622,Hospitals,2.0,19
19,A,2020,2020,623,Nursing and residential care facilities,3.5,19
19,A,2020,2020,624,Social assistance,3.5,19
19,A,2020,2020,7,"Arts, entertainment, recreation, accommodation, and food services",1.9,19
19,A,2020,2020,71,"Arts, entertainment, and recreation",2.9,19
19,A,2020,2020,711AS,"Performing arts, spectator sports, museums, and related activities",2.7,19
19,A,2020,2020,713,"Amusements, gambling, and recreation industries",3.1,19
19,A,2020,2020,72,Accommodation and food services,1.6,19
19,A,2020,2020,721,Accommodation,-6.6,19
19,A,2020,2020,722,Food services and drinking places,4.1,19
19,A,2020,2020,81,"Other services, except government",3.3,19
19,A,2020,2020,FIRE,"Finance, insurance, real estate, rental, and leasing",1.9,19
19,A,2020,2020,G,Government,2.3,19
19,A,2020,2020,GF,Federal,0.9,19
19,A,2020,2020,GFE,Government enterprises,-0.1,19
19,A,2020,2020,GFG,General government,1.0,19
19,A,2020,2020,GFGD,National defense,1.2,19
19,A,2020,2020,GFGN,Nondefense,0.7,19
19,A,2020,2020,GSL,State and local,2.9,19
19,A,2020,2020,GSLE,Government enterprises,1.1,19
19,A,2020,2020,GSLG,General government,3.2,19
19,A,2020,2020,HS,Housing,2.9,19
19,A,2020,2020,ICT,Information-communications-technology-producing industries<sup>3</sup>,-0.7,19;19.3.A
19,A,2020,2020,II,All industries,0.6,19
19,A,2020,2020,ORE,Other real estate,1.7,19
19,A,2020,2020,PGOOD,Private goods-producing industries<sup>1</sup>,-2.1,19;19.1.A
19,A,2020,2020,PROF,Professional and business services,0.6,19
19,A,2020,2020,PSERV,Private services-producing industries<sup>2</sup>,1.3,19;19.2.A
19,A,2020,2020,PVT,Private industries,0.4,19
19,A,2021,2021,11,"Agriculture, forestry, fishing, and hunting",20.6,19
19,A,2021,2021,111CA,Farms,22.6,19
19,A,2021,2021,113FF,"Forestry, fishing, and related activities",6.1,19
19,A,2021,2021,21,Mining,47.2,19
19,A,2021,2021,211,Oil and gas extraction,80.4,19
19,A,2021,2021,212,"Mining, except oil and gas",15.3,19
19,A,2021,2021,213,Support activities for mining,-8.0,19
19,A,2021,2021,22,Utilities,17.9,19
19,A,2021,2021,23,Construction,8.1,19
19,A,2021,2021,311FT,Food and beverage and tobacco products,9.3,19
19,A,2021,2021,313TT,Textile mills and textile product mills,8.0,19
19,A,2021,2021,315AL,Apparel and leather and allied products,3.2,19
19,A,2021,2021,31G,Manufacturing,13.0,19
19,A,2021,2021,31ND,Nondurable goods,18.2,19
19,A,2021,2021,321,Wood products,28.1,19
19,A,2021,2021,322,Paper products,9.3,19
19,A,2021,2021,323,Printing and related support activities,4.2,19
19,A,2021,2021,324,Petroleum and coal products,61.0,19
19,A,2021,2021,325,Chemical products,15.4,19
19,A,2021,2021,326,Plastics and rubber products,12.1,19
19,A,2021,2021,327,Nonmetallic mineral products,6.4,19
19,A,2021,2021,331,Primary metals,35.5,19
19,A,2021,2021,332,Fabricated metal products,12.3,19
19,A,2021,2021,333,Machinery,4.8,19
19,A,2021,2021,334,Computer and electronic products,0.7,19
19,A,2021,2021,335,"Electrical equipment, appliances, and components",8.2,19
19,A,2021,2021,3361MV,"Motor vehicles, bodies and trailers, and parts",3.5,19
19,A,2021,2021,3364OT,Other transportation equipment,1.6,19
19,A,2021,2021,337,Furniture and related products,6.9,19
19,A,2021,2021,339,Miscellaneous manufacturing,2.4,19
19,A,2021,2021,33DG,Durable goods,8.0,19
19,A,2021,2021,42,Wholesale trade,7.8,19
19,A,2021,2021,441,Motor vehicle and parts dealers,34.4,19
19,A,2021,2021,445,Food and beverage stores,1.9,19
19,A,2021,2021,44RT,Retail trade,10.8,19
19,A,2021,2021,452,General merchandise stores,4.9,19
19,A,2021,2021,481,Air transportation,2.1,19
19,A,2021,2021,482,Rail transportation,4.7,19
19,A,2021,2021,483,Water transportation,11.2,19
19,A,2021,2021,484,Truck transportation,12.2,19
19,A,2021,2021,485,Transit and ground passenger transportation,2.8,19
19,A,2021,2021,486,Pipeline transportation,5.6,19
19,A,2021,2021,487OS,Other transportation and support activities,16.1,19
19,A,2021,2021,48TW,Transportation and warehousing,9.9,19
19,A,2021,2021,493,Warehousing and storage,6.7,19
19,A,2021,2021,4A0,Other retail,7.5,19
19,A,2021,2021,51,Information,0.2,19
19,A,2021,2021,511,"Publishing industries, except internet (includes software)",-0.8,19
19,A,2021,2021,512,Motion picture and sound recording industries,0.5,19
19,A,2021,2021,513,Broadcasting and telecommunications,0.4,19
19,A,2021,2021,514,"Data processing, internet publishing, and other information services",0.5,19
19,A,2021,2021,52,Finance and insurance,3.8,19
19,A,2021,2021,521CI,"Federal Reserve banks, credit intermediation, and related activities",4.0,19
19,A,2021,2021,523,"Securities, commodity contracts, and investments",10.4,19
19,A,2021,2021,524,Insurance carriers and related activities,-0.8,19
19,A,2021,2021,525,"Funds, trusts, and other financial vehicles",11.0,19
19,A,2021,2021,53,Real estate and rental and leasing,3.0,19
19,A,2021,2021,531,Real estate,2.7,19
19,A,2021,2021,532RL,Rental and leasing services and lessors of intangible assets,5.5,19
19,A,2021,2021,54,"Professional, scientific, and technical services",0.8,19
19,A,2021,2021,5411,Legal services,3.8,19
19,A,2021,2021,5412OP,"Miscellaneous professional, scientific, and technical services",1.3,19
19,A,2021,2021,5415,Computer systems design and related services,-2.5,19
19,A,2021,2021,55,Management of companies and enterprises,0.1,19
19,A,2021,2021,56,Administrative and waste management services,3.2,19
19,A,2021,2021,561,Administrative and support services,3.1,19
19,A,2021,2021,562,Waste management and remediation services,4.4,19
19,A,2021,2021,6,"Educational services, health care, and social assistance",3.4,19
19,A,2021,2021,61,Educational services,3.4,19
19,A,2021,2021,62,Health care and social assistance,3.4,19
19,A,2021,2021,621,Ambulatory health care services,3.1,19
19,A,2021,2021,622,Hospitals,3.5,19
19,A,2021,2021,623,Nursing and residential care facilities,3.0,19
19,A,2021,2021,624,Social assistance,4.5,19
19,A,2021,2021,7,"Arts, entertainment, recreation, accommodation, and food services",5.0,19
19,A,2021,2021,71,"Arts, entertainment, and recreation",2.0,19
19,A,2021,2021,711AS,"Performing arts, spectator sports, museums, and related activities",0.3,19
19,A,2021,2021,713,"Amusements, gambling, and recreation industries",3.8,19
19,A,2021,2021,72,Accommodation and food services,5.9,19
19,A,2021,2021,721,Accommodation,7.6,19
19,A,2021,2021,722,Food services and drinking places,5.5,19
19,A,2021,2021,81,"Other services, except government",4.2,19
19,A,2021,2021,FIRE,"Finance, insurance, real estate, rental, and leasing",3.4,19
19,A,2021,2021,G,Government,5.4,19
19,A,2021,2021,GF,Federal,4.1,19
19,A,2021,2021,GFE,Government enterprises,9.7,19
19,A,2021,2021,GFG,General government,3.7,19
19,A,2021,2021,GFGD,National defense,4.0,19
19,A,2021,2021,GFGN,Nondefense,3.2,19
19,A,2021,2021,GSL,State and local,5.9,19
19,A,2021,2021,GSLE,Government enterprises,6.1,19
19,A,2021,2021,GSLG,General government,5.9,19
19,A,2021,2021,HS,Housing,2.6,19
19,A,2021,2021,ICT,Information-communications-technology-producing industries<sup>3</sup>,-0.5,19;19.3.A
19,A,2021,2021,II,All industries,6.6,19
19,A,2021,2021,ORE,Other real estate,3.0,19
19,A,2021,2021,PGOOD,Private goods-producing industries<sup>1</sup>,14.0,19;19.1.A
19,A,2021,2021,PROF,Professional and business services,1.3,19
19,A,2021,2021,PSERV,Private services-producing industries<sup>2</sup>,4.5,19;19.2.A
19,A,2021,2021,PVT,Private industries,6.8,19
20,A,2017,2017,11,"Agriculture, forestry, fishing, and hunting",272.1,20
20,A,2017,2017,111CA,Farms,256.8,20
20,A,2017,2017,113FF,"Forestry, fishing, and related activities",15.3,20
20,A,2017,2017,21,Mining,195.5,20
20,A,2017,2017,211,Oil and gas extraction,92.9,20
20,A,2017,2017,212,"Mining, except oil and gas",49.6,20
20,A,2017,2017,213,Support activities for mining,53.0,20
20,A,2017,2017,22,Utilities,160.4,20
20,A,2017,2017,23,Construction,737.7,20
20,A,2017,2017,311FT,Food and beverage and tobacco products,677.9,20
20,A,2017,2017,313TT,Textile mills and textile product mills,32.4,20
20,A,2017,2017,315AL,Apparel and leather and allied products,6.3,20
20,A,2017,2017,31G,Manufacturing,3566.9,20
20,A,2017,2017,31ND,Nondurable goods,1915.5,20
20,A,2017,2017,321,Wood products,72.8,20
20,A,2017,2017,322,Paper products,129.4,20
20,A,2017,2017,323,Printing and related support activities,43.3,20
20,A,2017,2017,324,Petroleum and coal products,428.1,20
20,A,2017,2017,325,Chemical products,437.6,20
20,A,2017,2017,326,Plastics and rubber products,160.6,20
20,A,2017,2017,327,Nonmetallic mineral products,68.8,20
20,A,2017,2017,331,Primary metals,163.1,20
20,A,2017,2017,332,Fabricated metal products,201.5,20
20,A,2017,2017,333,Machinery,230.6,20
20,A,2017,2017,334,Computer and electronic products,105.6,20
